story,action_code1,action_code2,action_code3
تم اعدام المديونية المستحقة على الع:ميل محاسبيا مع الاستمرار في الإجراء:ات القانونية المتخذه بتاريخ 122019:,10,41,
تم اعدام المديونية المستحقة علي الع:ميل محاسبيا مع الاستمرار في الاجراء:ات القانونية المتخذه بتاريخ 012018:,10,41,
تم اعدام المديونية المستحقه على الع:ميل محاسبيا مع الاستمرار فى الاجراء:ات القانونية المتخذه وفقا لقرار مجل:س الادارة بتاريخ 82021,10,41,
تم اعدام المديونية المستحقه على الع:ميل محاسبيا مع الاستمرار في الاجراء:ات القانونية المتخذة وفقا لقرارا مج:لس الادارة بتاريخ 31102023,10,41,
تم اعدام المديونيه المستحقه على الع:ميل محاسبيا مع الاستمرار فى الاجراء:ات القانونيه المتخذه وفقأ لقرار مجل:س الاداره بتاريخ 12012023,10,41,
تم اعدام المديونيه المستحقه على الع:ميل محاسبيا مع الأستمرار فى الأجراء:ات القانونيه المتخذه وفقا لقرار مجل:س الأداره بتاريخ 31102022,10,41,
تم اعدام المديونيه المستحقه على الع:ميل محاسبيا مع الاستمرار فى الاجراء:ات القانونيه المتخذه وفقا لقرار مجل:س الاداره بتاريخ 31102023,10,41,
تم اعدام المديونيه المستحقه على الع:ميل محاسبيا مع الاستمرار في الاجراء:ات القانونيه المتخذه وفقا لقرار لجن:ة الأصول الخاصه بتاريخ 15062021,10,41,
تم اعدام المديونيه المستحقه على الع:ميل محاسبيا مع الاستمرار في الاجراء:ات القانونيه المتخذه وفقا لقرار مجل:س الاداره بتاريخ 31102022,10,41,
تم اعدام المديونيه المستحقه علي الع:ميل محاسبيا مع الاستمرار في الاجراء:ات القانونيه المتخذه وفقا لقرار مجل:س الاداره بتاريخ 17112022,41,41,
تم اعدام المديونيه طبفا لقرار مجلس :الادارة بتاريخ 31102023,41,,
تم اعدام المديونيه طبقا لقرار مجلس :الاداره بتاريخ31102022,41,,
تم اعدام المديونيه للعميل طبقا لقرا:ر المجلس بتاريخ 23052023,,,
تم اغلاق القرض عن طريق شيك التعويض :ضد مخاطر عدم السدادالعميل متعثر,88,,
تم اغلاق القرض عن طريق شيك التعويض :ضد مخاطر عدم السدادمطلوب تحديث بيان:ات العميل,,,
تم انشاء محفظة القاهرة كاش تجار وفى: حالة الرغبة بفتح حساب استيفاء نموذ:ج 1 ح ج,,,
تم انشاء محفظة القاهرة كاش وفى حالة: الرغبة بفتح حساب استيفاء 1 ح ج,,,
تم صرف القرض من الفرع يرجى عدم تكرا:ر الصرف,30,,
تم فتح محفظة قاهرة كاش تجار في حالة: رغبه العميل فتح حساب بالبنك يتم اس:تيفاء نموذج 1 ح ج,30,,
تم فتح محفظة قاهرة كاش تجار في حالة: رغيبة العميل فتح حساب بالبنك يتم ا:ستيفاء نموذج 1 ح ج,30,,
تم منح العميل محفظة قاهره كاش افراد:,30,,
تم منح محفظه قاهرة كاش تجار في حاله: رغبه العميل فتح حساب يتم استيفاء ن:موذج 1 ح ج,,,
تمويل  عقارى,25,,
حاصل على بطاقه ائتمانيه بضمان الرات:ب,,26,
حساب التويل العقارى,,,
ختم وبصمة..,,,
ختم وبصمه بدون كارت,,,
خصم المطالبة بالكاملللعميل بريد مرتد,,,
خنم وبصمه,41,,
ديون معدومه بتاريخ 5122022 قرار م:جلس ادارة رقم 102022 فى 27102022: ولايسمح باصدار اى افاده وعدم التعا:مل على الحساب الا بالرجوع لادارة ال:تحصيل ملغ الاعدام اصل الدين  عائد :,41,,
ديون معدومه قرار 320200 الصادر بتا:ريخ 30032022,41,,
ديون معدومه قرار رقم 9 لسنه 2020 مع: الاستمرار فى الاجراءات القضائيه,41,10,
سداد الجارى مدين,,,
سداد المتأخرات,,,
سداد تجاوز منتج 679,,,
سداد متأخرات قرض معاش,10,,
ش قانونيهه ق صغيره اسيوط 13112023:م,,32,
ضامن قرض مشروعات فرع السواقي,,,
عدم اخلاء طرف العميل لحصوله على كار:د فيزا,10,,
عدم اصدار كشوف حساب نهائياً للعميل :و عدم إصدار مخالصات أو شهادات إبراء: ذمة أو التنازل عن الإجراءات القضائ:ية إلا بعد الرجوع للإدارة العامة لل:تحصيل ومعالجة ديون الت,1,,
عدم السحب الا باذن النيابه الحسبيه,1,32,
عدم السحب الا بعد الرجوع لمدير الفر:ع,1,32,
عدم السحب الا بقرار من النيابه الحس:بية,1,32,
عدم السحب لبلوغ سن الرشد:مطلوب تحدي:ث بيانات العميل,1,32,8
عدم السحب لحين سداد التجاوز,12,32,
عدم السحب للوفاة,88,1,
عدم السحب لوفاة العميل:مطلوب تحديث :بيانات العميل,1,12,
عدم السحب من الحسابقرض تمويل عقارى,1,32,
عدم السحب من ح التويل العقارى,1,32,
عدم السحب من منتج544العميل حاصل قرض: تمويل عقارى,1,32,
عدم السحبة نهائيا منتج 544 ـ تمويل :عقارى,1,32,
عدم الصرف  مشروعات,1,32,
عدم الصرف الا بعد سداد التجاوز,1,32,
عدم الصرف تمويل عقارى,1,32,
عدم سحب مقدم التمويل العقارى,,32,
عدم غلق الحساب,10,,
عدم منح اي تسهيلات ائتمانية مره اخر:ي,12,99,
علم بالوفاة,1,,
عم السحب نهائيا حساب خاص بالتمويل ا:لعقارى,,32,
عميل MASTER المطار,1,,
عميل تمويل عقارىعدم السحبللعميل بريد مرتد,,32,
عميل تمويل عقارىمحول شئون قانونيه مع قبول الايداعات:,10,,
عميل ختم وبصمه لا يجيد القراءه والك:تابه,27,11,
عميل خزن حديدية,27,,
عميل خزينة حديدية  فرع المنتزه,27,,
عميل خزينه حديدية,41,,
عميل ديون معدومه محظور التعامل مع:ه من ادارة المعلومات الائتمانيه .عد:م اصدار كشوف حساب ومخالصات وشهادات :ابراء ذمه او التنازل عن الاجراءات ا:لقضائية الا بعد الرجوع,,10,
"عميل شئون قانونيه فرع باكوس، يرجى ا:لتوجه للفرع",63,,
غلق حساب 409,30,90,99
فى حالة رغبة العميل بفتح حساب بالبن:ك يلزم استيفاء نموذج 1 ح ج,41,,
لا يتم التعامل على الحساب الا بعد ا:لرجوع الى القروض الصغيرة فرع الدقى : اعدام دين قرار مجلس إدارة 17082:01,1,,
لا يتم السحب الا باذن من النيابة ال:حسبية,1,32,
لا يتم السحب الا ببلوغ القاصر سن ال:رشد  هبه من الجد صبح ابو العنين ا:بو العنين,1,32,
لا يتم السحب الا بقرار من النيابة ا:لحسبيه,1,32,
لا يتم السحب الا بقرار من النيابه ا:لحزبيه,1,32,
لا يتم الصرف,1,32,
لا يتم الصرف الا بالرجوع الى فرع ال:سواقى قسم المشروعات الصغيره,1,32,
لا يتم الصرف قبل الرجوع الى القروض :الصغيرة,1,32,
لايتم الصرف قروض صغيره,41,32,
لحين سداد تجاوز الجاري مدين,,,
لعميل بريدمرتد,,,
للعميل اوراق ماليه,88,,
للعميل بريد مرتد :مطلوب تحديث بيانا:ت العميل:مطلوب تحديث بيانات العميل,88,,
للعميل بريد مرتد:مطلوب تحديث بيان:ات العميلللعميل بريد مرتد,12,,
